,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,admin_division_population,longitude,latitude
9102,50km,mudslide,downpour,medium,other,11.0,,Kenya,1073.0,35.446999999999996,1.2827
9103,5km,mudslide,downpour,small,other,0.0,,United States,3153.0,-119.8086,36.3969
9104,25km,complex,unknown,medium,other,12.0,,India,17748.0,75.7454,33.1463
9105,1km,mudslide,downpour,small,other,0.0,,United States,30434.0,-122.0695,47.5326
9106,5km,landslide,rain,very_large,other,,,Austria,9651.0,13.8188,47.8734
9107,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2033.0,-123.8597,44.3998
9108,1km,mudslide,downpour,small,other,0.0,,United States,3260.0,-111.1548,39.5166
9109,1km,mudslide,downpour,small,other,0.0,,United States,2133.0,-92.6751,45.3853
9110,1km,landslide,rain,small,above_road,0.0,0.0,Nepal,0.0,84.6333,27.9995
9112,10km,landslide,downpour,medium,other,0.0,,Venezuela,244216.0,-66.8545,10.4447
9113,50km,debris_flow,rain,small,other,0.0,,United States,4348.0,-114.6432,46.3318
9114,1km,landslide,downpour,small,above_road,0.0,0.0,United States,10109.0,-116.7469,33.0681
9115,5km,landslide,downpour,large,other,0.0,,Taiwan,94188.0,121.7541,24.634
9116,10km,other,mining,small,mine,2.0,0.0,Bangladesh,88760.0,91.5642,24.3311
9117,25km,mudslide,continuous_rain,large,natural_slope,0.0,0.0,Malaysia,32393.0,116.2825,6.1353
9118,5km,landslide,downpour,medium,other,0.0,,Guatemala,67994.0,-90.5205,14.5624
9119,10km,mudslide,rain,medium,other,,,Ireland,5693.0,-8.306000000000001,53.665
9120,25km,landslide,unknown,large,above_road,0.0,0.0,United States,1855.0,-121.2129,45.6731
9121,50km,landslide,downpour,medium,other,0.0,,Colombia,4987.0,-75.3337,7.6167
9122,5km,mudslide,rain,medium,other,5.0,,Guatemala,47247.0,-90.45,14.5667
9123,50km,landslide,rain,medium,other,,,Nepal,0.0,84.35,28.278000000000002
9124,1km,landslide,downpour,large,other,0.0,0.0,Italy,829.0,12.4374,41.8964
9125,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1515.0,-123.5533,42.3525
9126,5km,landslide,rain,small,above_road,0.0,,India,26665.0,73.4361,17.9031
9127,10km,landslide,downpour,medium,other,1.0,,Brazil,153361.0,-42.65,-22.2492
9128,exact,landslide,downpour,small,above_road,0.0,0.0,India,87123.0,77.8987,11.374
9130,5km,landslide,unknown,medium,other,5.0,,Indonesia,91845.0,106.7734,-6.702999999999999
9131,5km,landslide,continuous_rain,medium,natural_slope,0.0,0.0,Malaysia,19294.0,116.58677990000001,6.06832965
9132,5km,landslide,downpour,medium,other,,,India,7317.0,75.2381,33.2413
9133,50km,landslide,rain,medium,other,,,India,7787.0,73.8377,15.3925
9134,25km,landslide,downpour,small,above_road,0.0,0.0,United Kingdom,9652.0,-5.2213,56.7331
9135,5km,landslide,continuous_rain,medium,other,0.0,0.0,Nepal,0.0,84.7387,28.2045
9136,5km,landslide,continuous_rain,medium,above_road,5.0,3.0,Philippines,83591.0,125.2441,7.9436
9137,5km,landslide,downpour,medium,other,0.0,,Georgia,426.0,43.9063,42.3562
9138,50km,landslide,unknown,small,other,0.0,0.0,India,7317.0,75.2138,33.2611
9140,25km,rock_fall,rain,small,above_road,0.0,0.0,United States,1482.0,-110.9633,43.5004
9141,exact,other,unknown,small,retaining_wall,0.0,0.0,United Kingdom,11001.0,-3.3766,51.5408
9142,5km,mudslide,downpour,medium,deforested_slope,8.0,,Panama,1274.0,-79.6505,9.5493
9143,25km,landslide,rain,medium,other,,,Nepal,4000.0,85.7,27.7667
9144,1km,landslide,downpour,medium,other,2.0,,Philippines,28407.0,120.6282,16.3634
9145,exact,landslide,rain,medium,below_road,0.0,0.0,Australia,5706.0,145.6201,-40.9324
9146,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,India,15118.0,94.4481,25.1941
9147,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,324.0,-120.7933,45.6462
9148,1km,landslide,monsoon,medium,other,2.0,2.0,India,11248.0,76.9683,9.879
9149,1km,mudslide,downpour,small,other,0.0,,United States,12653.0,-122.6522,47.2841
9150,5km,mudslide,rain,medium,above_road,0.0,0.0,United States,2213.0,-80.7427,38.3529
9151,10km,landslide,downpour,medium,other,,,Russia,50715.0,38.063,44.5558
9153,10km,landslide,downpour,medium,other,0.0,,India,35021.0,77.5277,10.3184
9154,1km,rock_fall,downpour,small,above_road,0.0,,United States,1789.0,-155.2448,19.9883
9155,10km,mudslide,unknown,medium,above_road,0.0,0.0,United States,7321.0,-121.7164,36.9964
9156,1km,landslide,unknown,small,other,0.0,,Azerbaijan,11398.0,49.8254,40.3751
9157,1km,landslide,downpour,medium,urban,0.0,0.0,Honduras,1449.0,-87.2055,14.0211
9158,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,8466.0,-124.1247,44.1372
9159,10km,landslide,rain,medium,other,,,Philippines,51393.0,126.0367,7.8253
9160,1km,mudslide,rain,small,other,0.0,,United States,15962.0,-122.369,45.5169
9161,5km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,0.0,120.8417,18.5005
9162,5km,landslide,downpour,medium,other,0.0,,India,92113.0,94.1054,25.4196
9163,1km,landslide,downpour,medium,other,0.0,,United States,37729.0,-122.6561,47.5692
9164,1km,landslide,downpour,medium,above_road,0.0,0.0,India,123797.0,88.2476,27.0165
9165,1km,landslide,downpour,medium,urban,8.0,6.0,Myanmar [Burma],106945.0,97.1594,18.8204
9166,1km,mudslide,downpour,small,other,0.0,,United States,6448.0,-91.4334,44.8545
9167,1km,rock_fall,unknown,small,above_road,0.0,0.0,United States,1152.0,-123.1247,38.4505
9168,50km,landslide,downpour,medium,other,0.0,,Philippines,0.0,120.9319,17.8101
9169,5km,landslide,continuous_rain,small,other,0.0,0.0,India,19343.0,74.5828,14.8937
9170,25km,landslide,downpour,medium,other,0.0,0.0,Indonesia,1288084.0,110.389,-6.9934
9171,10km,rock_fall,downpour,medium,other,0.0,,Sri Lanka,1214.0,80.4829,7.2853
9172,25km,landslide,rain,small,above_road,0.0,0.0,Guatemala,45654.0,-91.8708,14.7159
9173,1km,mudslide,downpour,medium,above_road,0.0,0.0,United States,4651.0,-120.6609,38.3139
9174,5km,landslide,downpour,medium,other,0.0,,Nepal,1600.0,85.8369,27.7838
9175,5km,landslide,rain,medium,urban,0.0,0.0,Guatemala,97172.0,-90.4902,14.689
9177,5km,landslide,rain,medium,above_road,0.0,0.0,Guatemala,16494.0,-90.9681,14.6614
9178,25km,landslide,downpour,medium,other,,,Indonesia,451893.0,124.84100000000001,1.4931
9179,1km,rock_fall,downpour,small,above_road,0.0,0.0,United States,8925.0,-122.3454,44.3984
9180,10km,landslide,downpour,medium,other,12.0,,China,0.0,118.2,31.07
9182,exact,landslide,monsoon,medium,other,0.0,,India,92113.0,94.13,25.83
9183,5km,mudslide,continuous_rain,medium,other,0.0,0.0,Brazil,763043.0,-35.1888,-5.7946
9184,5km,rock_fall,unknown,small,above_road,0.0,0.0,United States,1347.0,-121.4219,48.1424
9185,exact,mudslide,downpour,medium,above_road,0.0,0.0,United States,2826.0,-122.33200000000001,47.8651
9186,5km,landslide,rain,small,other,,,China,2035307.0,121.553,38.9325
9187,5km,landslide,downpour,medium,other,0.0,,Jamaica,2046.0,-76.8865,18.2544
9190,1km,rock_fall,downpour,medium,other,2.0,1.0,India,11248.0,77.0611,9.7967
9191,5km,landslide,continuous_rain,small,other,0.0,0.0,India,24981.0,72.7308,24.5938
9192,5km,landslide,continuous_rain,small,other,0.0,0.0,India,47571.0,80.2186,29.5863
9193,100km,landslide,rain,medium,other,4.0,2.0,China,0.0,117.9852,27.2129
9194,25km,mudslide,rain,medium,other,,,India,7176.0,93.4946,24.9926
9195,10km,landslide,tropical_cyclone,medium,other,,,Philippines,272714.0,120.6,16.379
9196,5km,landslide,downpour,medium,other,0.0,,Philippines,0.0,120.5567,16.3453
9197,5km,debris_flow,downpour,medium,other,0.0,,United States,1795.0,-122.6802,43.271
9198,1km,mudslide,downpour,medium,other,0.0,,United States,29888.0,-119.8018,34.468
9199,5km,landslide,downpour,medium,other,1.0,,India,46427.0,88.3195318,26.88211522
9200,10km,mudslide,downpour,medium,other,,,United States,19653.0,-118.2251,34.2363
9201,25km,landslide,downpour,large,other,0.0,0.0,India,5963.0,92.8112,23.4495
9202,5km,mudslide,rain,medium,above_road,0.0,0.0,Canada,2324.0,-121.7,50.4868
9203,5km,rock_fall,downpour,medium,other,2.0,,Costa Rica,1355.0,-83.9753,10.1067
9204,exact,landslide,downpour,small,above_road,0.0,0.0,United States,81619.0,-86.8019,33.3747
9205,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,3205.0,-122.1355,43.6164
9206,1km,mudslide,downpour,medium,above_road,0.0,0.0,Malaysia,140849.0,100.2468,5.2885
9207,5km,other,rain,small,urban,0.0,0.0,Panama,19782.0,-79.5626,9.1139
9209,25km,landslide,tropical_cyclone,medium,other,0.0,,Costa Rica,2107.0,-84.4876,9.999
9210,25km,landslide,downpour,large,natural_slope,0.0,0.0,Japan,29710.0,130.747,31.4976
9211,1km,landslide,downpour,small,above_road,0.0,,United States,2040.0,-157.7865298,21.369472000000002
9212,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,8925.0,-122.3785,44.403999999999996
9213,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1185.0,-123.7398,42.9803
9214,5km,landslide,tropical_cyclone,medium,other,0.0,,Costa Rica,7084.0,-82.9418,8.6844
9215,5km,landslide,downpour,small,other,6.0,0.0,Indonesia,800000.0,106.7816,-6.5317
9216,10km,landslide,downpour,medium,other,,,Philippines,0.0,120.8896,17.5768
9218,5km,landslide,tropical_cyclone,small,other,0.0,,Philippines,6864.0,123.3344,13.1614
9219,5km,mudslide,downpour,small,other,0.0,,United States,7061.0,-122.4944,37.8559
9221,5km,landslide,continuous_rain,medium,other,0.0,,United States,19030.0,-72.0295,42.1004
9222,1km,landslide,continuous_rain,medium,above_road,0.0,0.0,United Kingdom,7687.0,-2.8011,50.8829
9223,5km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,0.0,120.425,16.5189
9224,5km,landslide,downpour,medium,other,0.0,,Myanmar [Burma],5404.0,93.6833,22.9167
9225,5km,landslide,tropical_cyclone,medium,other,2.0,,Philippines,272714.0,120.587,16.427
9226,5km,landslide,downpour,medium,other,0.0,,India,17516.0,91.7049,26.1665
9227,5km,landslide,downpour,very_large,other,0.0,,Philippines,9664.0,123.7741,7.8998
9228,25km,landslide,rain,medium,other,,,Georgia,9466.0,45.7167,41.75
9229,10km,landslide,downpour,medium,other,4.0,,India,217780.0,73.1694,19.2179
9230,5km,landslide,unknown,medium,above_road,0.0,0.0,India,17748.0,75.5787,33.0977
9231,1km,landslide,downpour,large,other,,,Chile,1826.0,-71.8666,-43.1826
9234,25km,landslide,tropical_cyclone,medium,above_road,0.0,0.0,Guatemala,3634.0,-90.2743,14.1974
9235,50km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,6168.0,121.2184,16.9648
9236,10km,landslide,monsoon,medium,above_road,0.0,0.0,Philippines,10943.0,120.5281,16.9761
9237,1km,mudslide,snowfall_snowmelt,medium,above_road,0.0,0.0,United States,36619.0,-122.6707,45.4206
9239,5km,landslide,unknown,medium,mine,3.0,0.0,Nepal,200000.0,84.1176,28.3511
9241,50km,landslide,downpour,medium,other,0.0,,India,7317.0,75.1611,33.2466
9242,25km,landslide,rain,medium,other,0.0,,China,0.0,103.6019,31.2574
9243,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1185.0,-123.7465,42.9749
9244,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2038.0,-121.8784,44.4217
9245,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1220.0,-123.0279,42.4581
9246,5km,landslide,downpour,large,other,1.0,,Nepal,21867.0,83.9066,27.9687
9247,5km,landslide,downpour,medium,other,15.0,1.0,Indonesia,44765.0,98.5636,3.3271
9248,1km,landslide,downpour,medium,other,0.0,,United States,2344.0,-122.8728,45.9873
9249,1km,mudslide,snowfall_snowmelt,medium,natural_slope,0.0,0.0,United States,3255.0,-82.7982,37.6251
9250,1km,landslide,downpour,medium,other,0.0,,India,34021.0,94.5512,26.3335
9251,5km,landslide,downpour,medium,other,3.0,,China,0.0,111.1995,30.4661
9252,25km,mudslide,downpour,medium,other,0.0,,Norway,859.0,10.3174,61.3285
9254,5km,landslide,downpour,medium,other,,,Indonesia,101691.0,117.4844,0.1276
9255,50km,landslide,continuous_rain,small,below_road,0.0,0.0,India,223523.0,94.2156,24.954
9256,exact,rock_fall,downpour,small,above_river,0.0,0.0,United States,1035.0,-123.8107,45.2811
9258,5km,mudslide,rain,small,above_road,0.0,0.0,United States,1325.0,-91.9607,43.7638
9259,1km,landslide,downpour,medium,other,,,Trinidad and Tobago,8140.0,-61.5741,10.6884
9260,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1035.0,-123.8481,45.2508
9261,1km,landslide,unknown,small,other,0.0,,United States,7000.0,-122.5665,37.8919
9262,1km,landslide,continuous_rain,medium,above_road,0.0,0.0,United States,4368.0,-84.5284,39.1396
9263,5km,landslide,downpour,medium,other,0.0,,Philippines,0.0,123.2449,9.2829
9264,5km,rock_fall,unknown,small,other,2.0,2.0,India,26550.0,76.4788,10.0533
9265,25km,landslide,monsoon,medium,other,2.0,2.0,Bangladesh,32523.0,92.235,22.2144
9266,5km,mudslide,downpour,medium,other,0.0,,United States,4862.0,-117.0312,34.231
9268,1km,landslide,construction,small,other,0.0,0.0,United States,3792621.0,-118.2701,34.0837
9269,25km,landslide,downpour,medium,other,0.0,,Philippines,0.0,121.9836,16.3071
9270,5km,landslide,rain,small,other,0.0,,Nepal,1600.0,85.6846,27.9512
9272,5km,mudslide,rain,small,above_road,0.0,,United States,25663.0,-91.0962,40.7799
9274,25km,landslide,rain,small,other,0.0,0.0,Costa Rica,3010.0,-84.7349,10.4792
9275,10km,landslide,rain,medium,other,2.0,0.0,Guatemala,6438.0,-92.0738,15.2422
9276,25km,landslide,downpour,medium,other,0.0,,Philippines,0.0,124.8792,6.1188
9277,10km,landslide,rain,large,other,,,Papua New Guinea,9383.0,144.9642,-6.0377
9278,25km,complex,tropical_cyclone,medium,other,12.0,,Philippines,6819.0,121.09100000000001,16.8256
9279,10km,debris_flow,earthquake,large,other,0.0,0.0,Japan,27978.0,131.0362,32.8554
9282,50km,landslide,downpour,large,other,,,Vietnam,36502.0,104.0014,22.4539
9283,1km,mudslide,downpour,medium,other,0.0,,United States,6427.0,-107.2301,39.1905
9285,5km,rock_fall,rain,small,above_road,0.0,0.0,United States,3744.0,-79.9908,40.4747
9286,1km,mudslide,downpour,small,other,0.0,,United States,3459.0,-82.90700000000001,37.9065
9288,10km,landslide,rain,large,other,15.0,,Indonesia,0.0,119.3657,-3.1713
9289,10km,landslide,tropical_cyclone,medium,other,2.0,,Philippines,2288.0,120.7325,16.5713
9290,10km,mudslide,downpour,medium,above_road,0.0,0.0,United States,1191.0,-120.9298,46.815
9291,1km,landslide,unknown,small,above_road,0.0,0.0,United States,2156.0,-156.1383,20.8327
9292,5km,mudslide,downpour,small,other,0.0,,United States,27865.0,-90.1993,38.898
9293,5km,landslide,downpour,medium,other,0.0,,Ireland,1756.0,-6.4318,53.0055
9294,25km,landslide,rain,medium,above_road,0.0,0.0,Nepal,44632.0,84.9005,27.805
9296,25km,landslide,downpour,medium,other,1.0,,Indonesia,0.0,104.4842,-5.4721
9297,5km,mudslide,downpour,medium,other,1.0,,India,39982.0,93.0083,25.1796
9298,5km,landslide,downpour,medium,other,,,United States,83393.0,-82.5166,35.6255
9299,5km,landslide,downpour,medium,above_road,0.0,,United States,620.0,-83.9442,35.5001
9301,exact,landslide,unknown,small,above_road,0.0,0.0,United States,12483.0,-105.1983,39.9708
9302,50km,landslide,rain,medium,other,,,India,92113.0,94.1162,25.4379
9303,25km,mudslide,tropical_cyclone,medium,other,0.0,,United States,3552.0,-116.5671,34.0588
9304,5km,landslide,rain,small,other,0.0,,Australia,1428.0,145.6331,-16.8164
9305,50km,mudslide,mining,large,mine,50.0,0.0,Myanmar [Burma],90894.0,96.2964,25.6183
9306,1km,landslide,continuous_rain,small,above_road,0.0,0.0,India,37475.0,77.7652,33.616
9307,10km,landslide,rain,medium,other,0.0,0.0,Honduras,1463.0,-87.9369,14.2801
9308,5km,landslide,rain,medium,other,,,United States,18228.0,-81.6384,35.9974
9309,exact,mudslide,downpour,small,other,0.0,,United States,5155.0,-122.6481,38.5444
9310,50km,landslide,downpour,medium,other,0.0,,India,5198.0,78.197,30.011999999999997
9311,5km,landslide,rain,medium,other,,,United States,305704.0,-80.0073,40.4324
9312,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2904.0,-122.6169,42.6798
9314,5km,mudslide,rain,medium,above_road,0.0,0.0,United States,13394.0,-94.0658,44.1527
9315,10km,landslide,downpour,medium,other,0.0,,India,8341.0,77.2106,32.304
9316,5km,landslide,rain,large,other,,,India,92113.0,94.0132,25.7055
9317,5km,complex,tropical_cyclone,large,other,23.0,,Costa Rica,12071.0,-84.1349,9.886000000000001
9318,5km,mudslide,downpour,small,other,0.0,,United States,19653.0,-118.2263,34.2243
9319,1km,mudslide,downpour,medium,other,0.0,,United States,2650.0,-121.6338,36.9081
9320,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,5379.0,-123.735,42.9862
9321,25km,landslide,downpour,medium,other,0.0,,India,13865.0,79.4356,30.7991
9322,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,4154.0,-123.9163,43.6567
9323,5km,landslide,continuous_rain,medium,urban,0.0,0.0,Pakistan,2100.0,75.6394,35.2817
9324,5km,mudslide,downpour,medium,above_road,1.0,0.0,India,26912.0,93.804,27.3034
9326,5km,mudslide,downpour,medium,other,0.0,,Italy,2288.0,9.4192,46.0539
9327,25km,landslide,downpour,medium,other,10.0,,India,25581.0,95.4149,28.3092
9328,1km,rock_fall,continuous_rain,medium,other,1.0,,India,58562.0,73.3852,18.7591
9329,1km,landslide,earthquake,medium,other,0.0,,New Zealand,381900.0,174.7929,-41.2619
9330,5km,landslide,rain,medium,other,3.0,,Indonesia,800000.0,106.7987,-6.5909
9333,5km,landslide,rain,small,other,0.0,,United States,1045.0,-122.3992,44.1228
9334,exact,landslide,rain,medium,above_road,0.0,0.0,United Kingdom,1296.0,-4.8568,56.2266
9335,1km,landslide,rain,small,bluff,,,Canada,4163.0,-57.5843,50.2413
9336,1km,mudslide,downpour,large,natural_slope,1.0,0.0,Georgia,2922.0,45.2472,42.5676
9337,25km,mudslide,unknown,medium,other,0.0,0.0,India,29499.0,94.6279,25.9466
9338,5km,landslide,rain,medium,other,,,United Kingdom,8608.0,-4.1637,51.113
9339,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2033.0,-123.9032,44.4132
9340,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,14095.0,-122.2448,45.5394
9341,5km,landslide,tropical_cyclone,medium,other,,,Trinidad and Tobago,0.0,-60.644,11.3
9342,50km,rock_fall,rain,medium,other,1.0,2.0,India,1464.0,88.6463,27.6047
9343,10km,mudslide,downpour,medium,other,,,United States,1137.0,-116.3517,48.3815
9344,50km,landslide,downpour,large,other,,,Bhutan,17043.0,89.3903,26.8597
9345,5km,landslide,rain,small,below_road,0.0,0.0,United States,11071.0,-93.1627,44.885
9347,5km,landslide,downpour,medium,other,0.0,,Brazil,147281.0,-43.4272,-22.8961
9348,10km,landslide,downpour,medium,other,0.0,,Nepal,23296.0,83.5043,28.3952
9349,1km,mudslide,downpour,small,above_road,0.0,,United States,872.0,-82.8329,35.7117
9351,25km,landslide,rain,medium,other,,,India,12311.0,88.52600000000001,26.8096
9352,25km,mudslide,downpour,medium,other,3.0,,Mexico,9570.0,-92.6698,15.3258
9353,5km,landslide,monsoon,medium,other,2.0,,India,12691836.0,72.8562,19.0176
9355,25km,landslide,unknown,medium,other,1.0,,Nepal,1464.0,87.9436,27.6291
9356,25km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,2337.0,121.1831,18.0167
9357,10km,landslide,freeze_thaw,small,above_road,0.0,0.0,United States,1872.0,-121.0704,46.9484
9358,1km,mudslide,downpour,large,above_road,0.0,0.0,United States,216290.0,-96.8975,32.834
9359,25km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,31089.0,124.7338,6.3665
9360,25km,landslide,rain,medium,other,2.0,,India,12691836.0,72.9104,19.0298
9361,25km,mudslide,continuous_rain,large,other,2.0,0.0,Colombia,571820.0,-73.1205,7.1133
9362,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2514.0,-123.8481,42.9633
9363,10km,landslide,downpour,medium,other,0.0,,Philippines,4063.0,123.7294,10.232000000000001
9366,25km,landslide,rain,medium,other,0.0,,India,6755.0,74.1213,34.150999999999996
9367,10km,landslide,downpour,medium,other,0.0,,Nepal,0.0,84.4107,27.9654
9368,1km,landslide,rain,small,other,0.0,,United States,583776.0,-122.6888,45.4992
9370,5km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,2164.0,124.5196,8.4359
9372,5km,mudslide,continuous_rain,small,above_road,0.0,0.0,United States,6661.0,-93.7933,44.6474
9374,10km,landslide,rain,medium,other,,,India,12444.0,74.0253,15.0296
9375,5km,landslide,downpour,medium,other,0.0,,Indonesia,0.0,122.848,0.6185
9376,25km,mudslide,downpour,medium,above_river,0.0,0.0,Malaysia,19294.0,116.6443,5.9551
9377,25km,rock_fall,unknown,medium,above_road,0.0,0.0,Norway,4290.0,6.7499,59.6779
9378,50km,landslide,rain,medium,above_road,0.0,0.0,China,0.0,112.3174,28.5299
9379,5km,landslide,downpour,medium,other,0.0,,United States,3112.0,-113.9484,45.6934
9380,5km,landslide,downpour,medium,other,0.0,,United States,9989.0,-124.031,44.6511
9381,1km,complex,rain,medium,other,1.0,,Norway,715.0,6.3231,58.5909
9383,25km,landslide,rain,medium,other,6.0,,Sri Lanka,28571.0,80.5284,7.5694
9384,25km,landslide,downpour,medium,other,0.0,,India,7176.0,93.1658,25.2269
9385,1km,mudslide,downpour,medium,other,0.0,,United States,5393.0,-122.4801,37.9029
9386,10km,complex,downpour,medium,above_road,0.0,0.0,India,32162.0,76.9834,30.709
9387,5km,mudslide,downpour,medium,other,,,Japan,48347.0,133.9654,35.5225
9388,1km,mudslide,downpour,small,other,0.0,,United States,1128.0,-117.001,33.4685
9389,10km,landslide,downpour,medium,other,,,Philippines,3787.0,121.4166,17.4122
9390,exact,landslide,downpour,small,urban,0.0,0.0,United States,19355.0,-122.4333,45.6
9391,50km,rock_fall,downpour,medium,other,0.0,,United States,1048.0,-117.9249,34.3
9392,1km,landslide,downpour,medium,other,0.0,,United Kingdom,1296.0,-4.8572,56.228
9393,25km,landslide,downpour,medium,other,1.0,,Philippines,27048.0,121.4292,17.5004
9394,10km,landslide,unknown,medium,other,0.0,0.0,Nepal,2860.0,83.3378,28.6019
9395,25km,landslide,downpour,medium,other,0.0,,Philippines,0.0,125.0981,10.3094
9396,exact,landslide,downpour,medium,other,0.0,,United States,4027.0,-122.3497,37.5456
9397,10km,mudslide,downpour,medium,other,2.0,,India,20553.0,75.7525,33.3118
9398,10km,landslide,downpour,small,other,0.0,,Trinidad and Tobago,8140.0,-61.5671,10.6859
9399,25km,landslide,downpour,medium,other,0.0,,Malaysia,19510.0,102.0987,2.7325
9400,25km,rock_fall,unknown,small,other,1.0,0.0,United States,1347.0,-120.7948,48.5817
9401,5km,landslide,downpour,medium,other,0.0,,Philippines,93082.0,123.8296,8.1484
9402,1km,landslide,downpour,medium,other,5.0,,India,12691836.0,72.8663,19.0222
9403,5km,landslide,continuous_rain,small,other,0.0,0.0,Philippines,798634.0,123.881,10.3479
9404,exact,debris_flow,downpour,small,above_road,0.0,0.0,United States,4584.0,-123.5356,44.4311
9405,25km,rock_fall,rain,small,above_road,0.0,0.0,Canada,10600.0,-123.1671,49.9392
9406,25km,landslide,downpour,medium,other,0.0,,Indonesia,0.0,107.9097,-7.2484
9407,1km,mudslide,downpour,small,other,0.0,,United States,4154.0,-124.05,43.7436
9408,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,5507.0,-117.1782,44.2594
9409,5km,landslide,monsoon,medium,other,1.0,,Sri Lanka,111701.0,80.6909,7.2532
9410,25km,landslide,earthquake,medium,other,,,Italy,6385.0,13.5114,43.6263
9411,1km,landslide,downpour,medium,other,0.0,,United States,1592.0,-80.8243,39.8541
9412,50km,landslide,downpour,medium,other,1.0,,China,70867.0,124.7836,40.7297
9413,5km,landslide,downpour,medium,other,0.0,,Norway,2449.0,9.6094,61.57899999999999
9414,5km,mudslide,rain,small,above_road,0.0,0.0,United Kingdom,1296.0,-4.8841,56.2456
9415,5km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,0.0,121.3254,17.6424
9416,5km,mudslide,monsoon,medium,other,0.0,,India,18742.0,95.0281,26.7225
9417,5km,mudslide,downpour,small,other,0.0,,United States,9128.0,-111.7429,39.9121
9418,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,3465.0,-123.829,44.6575
9419,1km,mudslide,downpour,medium,other,,,United States,2035.0,-118.2,36.8
9420,10km,landslide,unknown,medium,above_road,0.0,0.0,India,30418.0,94.1146,24.3481
9421,25km,mudslide,downpour,medium,other,2.0,,Peru,0.0,-72.0826,-13.3342
9422,25km,landslide,downpour,medium,other,4.0,,Nepal,1442271.0,85.11,28.18
9423,5km,landslide,downpour,medium,above_road,0.0,0.0,Australia,1777.0,143.8953,-38.6326
9425,25km,landslide,downpour,medium,other,,,Pakistan,0.0,73.9342,35.4453
9426,5km,mudslide,continuous_rain,medium,natural_slope,0.0,0.0,United States,16016.0,-122.1239,37.844
9427,50km,landslide,downpour,medium,other,3.0,,Indonesia,83119.0,107.5626,-6.9336
9428,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,4584.0,-123.4719,44.475
9429,5km,mudslide,downpour,medium,other,0.0,,United States,103019.0,-122.2434,47.9664
9430,1km,mudslide,rain,small,mine,0.0,0.0,United States,189885.0,-84.9289,32.4981
9431,25km,complex,downpour,medium,other,8.0,,Haiti,134190.0,-72.5738,18.4674
9432,5km,landslide,rain,medium,other,7.0,0.0,Sri Lanka,7500.0,80.1563,6.5261
9433,10km,landslide,unknown,medium,other,5.0,,China,64476.0,119.1614,39.7295
9434,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2038.0,-121.881,44.4309
9435,10km,rock_fall,downpour,small,other,1.0,0.0,India,47571.0,80.2154,29.5866
9436,5km,mudslide,downpour,medium,above_road,0.0,0.0,Costa Rica,0.0,-83.9822,10.0757
9437,25km,landslide,downpour,medium,other,0.0,,Philippines,0.0,124.9167,6.05
9438,1km,mudslide,freeze_thaw,medium,other,0.0,,United States,2075.0,-121.54899999999999,47.8031
9439,10km,landslide,downpour,medium,other,2.0,,Philippines,134327.0,121.15,14.675
9440,exact,mudslide,rain,small,above_road,0.0,0.0,United States,1094.0,-120.5597,38.376
9441,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1291.0,-119.7418,45.4753
9442,5km,rock_fall,downpour,small,other,0.0,,United States,4862.0,-117.0747,34.2174
9443,5km,landslide,rain,medium,other,,,Uganda,1353189.0,32.580999999999996,0.3172
9444,1km,landslide,rain,medium,other,,,United States,59518.0,-117.3042,33.0643
9445,exact,landslide,rain,medium,bluff,0.0,1.0,United States,14202.0,-122.6011,48.1393
9447,5km,complex,downpour,small,other,0.0,,United States,2363.0,-159.5036,21.9304
9448,50km,landslide,rain,small,other,4.0,0.0,Indonesia,0.0,137.3707,-3.5517
