,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,admin_division_population,longitude,latitude
4949,5km,landslide,rain,medium,other,,,United States,2583.0,-84.4953,38.0145
4950,25km,debris_flow,rain,medium,above_road,0.0,0.0,United States,1628.0,-120.5983,38.2897
4951,5km,landslide,downpour,medium,other,0.0,0.0,Georgia,2061.0,41.887,41.8362
4952,5km,mudslide,monsoon,small,mine,2.0,0.0,Thailand,14797.0,98.3095,7.8963
4953,50km,rock_fall,unknown,small,above_road,0.0,0.0,United States,1027.0,-106.3967,39.556
4954,5km,landslide,downpour,medium,other,0.0,,Malaysia,71585.0,116.1394,5.922999999999999
4955,5km,debris_flow,downpour,medium,other,0.0,0.0,Canada,2192.0,-122.7103,50.4729
4956,1km,landslide,rain,small,other,0.0,,United States,2541.0,-80.30199999999999,40.498000000000005
4957,5km,debris_flow,downpour,medium,other,,,United States,3260.0,-111.1688,39.5479
4958,10km,landslide,continuous_rain,medium,other,0.0,,Canada,2324.0,-122.2207,50.3961
4959,1km,mudslide,downpour,small,other,0.0,,United States,2499.0,-80.6841,40.0607
4960,5km,landslide,rain,small,above_road,0.0,0.0,United Kingdom,1296.0,-4.8469999999999995,56.2238
4961,1km,landslide,downpour,large,other,,,China,0.0,108.6476,29.5105
4962,5km,landslide,rain,small,above_road,0.0,0.0,South Africa,32289.0,18.4545,-34.1192
4963,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,9828.0,-117.4194,44.5457
4964,1km,landslide,continuous_rain,medium,other,0.0,,India,17123.0,78.6171,30.7866
4965,5km,landslide,downpour,medium,other,0.0,,Brunei,64409.0,114.9659,4.9721
4966,50km,landslide,downpour,medium,other,0.0,,India,25758.0,91.2698,25.4916
4967,10km,landslide,downpour,small,other,0.0,,United States,1461.0,-83.4601,36.8871
4968,5km,landslide,downpour,medium,deforested_slope,0.0,0.0,Guatemala,7850.0,-90.8924,15.7318
4969,1km,landslide,downpour,small,other,0.0,,United States,3925.0,-84.59899999999999,38.5293
4970,25km,landslide,downpour,small,above_road,0.0,0.0,Panama,22900.0,-82.4858,9.388
4971,5km,mudslide,downpour,medium,other,0.0,,United States,3931.0,-123.0597,47.5147
4972,1km,mudslide,continuous_rain,medium,urban,0.0,0.0,United States,416427.0,-104.8466,38.8327
4973,25km,landslide,mining,medium,other,,,Nepal,23296.0,83.7508,28.2826
4974,5km,landslide,continuous_rain,medium,other,2.0,,Philippines,2811.0,121.935,7.1675
4976,50km,landslide,rain,medium,other,20.0,,Tajikistan,10815.0,73.0,38.0
4977,50km,rock_fall,unknown,medium,above_road,0.0,0.0,United States,8362.0,-79.108,36.525999999999996
4978,1km,landslide,downpour,medium,other,0.0,,United Kingdom,38909.0,-0.3717,54.2467
4979,5km,landslide,rain,large,other,2.0,,Kenya,24661.0,35.6128,0.4695
4980,1km,mudslide,rain,medium,other,0.0,,United States,12598.0,-122.2811,47.7246
4981,5km,landslide,downpour,medium,above_river,4.0,10.0,Philippines,7506.0,125.4616,6.5309
4982,1km,mudslide,downpour,medium,other,0.0,,United States,1743.0,-122.2575,47.23
4983,25km,landslide,downpour,medium,other,1.0,,Chile,15000.0,-70.2686,-33.2961
4984,5km,rock_fall,unknown,small,above_road,0.0,0.0,United States,1615.0,-123.5356,42.5518
4985,5km,landslide,downpour,medium,other,0.0,,India,2571.0,79.0278,30.4008
4986,10km,mudslide,downpour,medium,other,0.0,,United States,1320.0,-108.1234,38.0604
4987,10km,landslide,downpour,medium,other,5.0,,India,1464.0,88.22551799,27.13862165
4989,50km,landslide,tropical_cyclone,medium,other,6.0,,Sri Lanka,8982.0,80.1744,6.7397
4990,50km,landslide,rain,medium,other,13.0,,Pakistan,0.0,73.7062,33.5452
4991,25km,mudslide,tropical_cyclone,medium,other,26.0,,Haiti,84961.0,-72.648,19.43
4992,1km,mudslide,tropical_cyclone,medium,other,0.0,,Japan,68482.0,135.9804,35.7317
4993,10km,complex,rain,medium,other,,,Ireland,7788.0,-7.2068,53.1468
4994,5km,landslide,downpour,small,other,0.0,,United States,1295.0,-115.9105,46.1067
4995,1km,complex,downpour,medium,above_road,0.0,,New Zealand,6318.0,174.5986,-38.8932
4996,1km,landslide,downpour,small,below_road,0.0,0.0,United Kingdom,10676.0,-3.4585,50.5848
4997,50km,landslide,downpour,medium,other,,,Indonesia,0.0,119.6038,-4.8386
4998,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,22068.0,-122.9626,45.3573
4999,25km,landslide,rain,large,other,,,Kenya,24661.0,35.7774,0.4406
5000,10km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,2653.0,120.5753,16.3273
5001,1km,landslide,downpour,medium,other,0.0,,United States,22707.0,-122.2214,47.706
5002,50km,landslide,rain,medium,other,2.0,,India,975857.0,74.9112,34.0935
5003,50km,landslide,downpour,medium,other,,,Sri Lanka,7772.0,80.0317,7.1907
5004,10km,landslide,downpour,medium,other,0.0,,India,47419.0,77.0198,9.5207
5005,5km,mudslide,downpour,medium,other,0.0,,United States,4763.0,-122.7428,45.7717
5006,50km,landslide,rain,medium,other,,,India,59841.0,94.0,27.163
5007,10km,landslide,downpour,medium,other,,,Malaysia,50000.0,101.698,2.943
5008,5km,mudslide,rain,small,above_road,0.0,0.0,Canada,9813.0,-116.9114,49.7022
5009,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1795.0,-122.9157,43.2965
5010,25km,landslide,downpour,medium,other,,,Philippines,7491.0,120.62,16.4193
5011,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1035.0,-123.896,45.1357
5012,1km,landslide,downpour,medium,other,0.0,,Brazil,456456.0,-43.0744,-22.9117
5013,25km,rock_fall,rain,small,above_road,0.0,0.0,United States,10494.0,-103.8842,44.413000000000004
5015,1km,landslide,downpour,medium,other,0.0,,Brazil,456456.0,-43.0907,-22.923000000000002
5016,1km,other,earthquake,small,retaining_wall,0.0,0.0,Japan,680423.0,130.7061,32.8054
5017,exact,mudslide,downpour,medium,other,0.0,,United States,52677.0,-118.5228,34.1531
5018,25km,landslide,downpour,medium,other,0.0,,Nepal,0.0,82.2617,28.2929
5019,5km,landslide,tropical_cyclone,medium,other,,,Philippines,0.0,121.0536,17.27
5020,1km,landslide,downpour,medium,other,0.0,,India,7725.0,78.0906,30.9058
5021,5km,landslide,rain,medium,other,,,Bulgaria,11975.0,23.6083,43.1083
5022,5km,landslide,rain,large,other,,,Kenya,4468.0,37.0488,-0.5605
5023,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1286.0,-123.9343,45.5616
5024,1km,mudslide,downpour,small,retaining_wall,9.0,0.0,Nicaragua,70013.0,-86.2409,12.1137
5025,1km,mudslide,downpour,large,other,16.0,,Brazil,0.0,-43.0544,-22.8271
5026,25km,mudslide,downpour,medium,mine,,,Costa Rica,6540.0,-84.7575,10.0715
5027,50km,debris_flow,downpour,very_large,other,0.0,,China,0.0,114.5389,29.0313
5029,1km,landslide,downpour,medium,other,0.0,,Brazil,0.0,-42.9548,-22.9012
5030,exact,debris_flow,downpour,small,above_road,0.0,0.0,United States,6651.0,-122.6069,47.272
5032,5km,landslide,mining,small,natural_slope,0.0,0.0,Bulgaria,82467.0,23.0414,42.6065
5033,exact,landslide,rain,small,other,3.0,0.0,India,899094.0,91.7697,26.1619
5035,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2038.0,-121.995,44.336999999999996
5036,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,China,2005.0,75.4377,36.8532
5037,5km,landslide,downpour,medium,above_road,0.0,0.0,Nepal,23296.0,83.7432,28.2748
5038,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1940.0,-117.5167,45.563
5039,exact,landslide,downpour,small,below_road,0.0,0.0,United States,22699.0,-122.2132,47.5631
5040,25km,landslide,continuous_rain,medium,other,14.0,,China,109400.0,103.72,27.32
5041,5km,landslide,downpour,medium,other,12.0,,China,0.0,117.9097,26.4216
5043,5km,landslide,rain,small,other,,,Canada,25683.0,-122.5288,49.1606
5044,50km,landslide,downpour,medium,other,0.0,,Nepal,91733.0,83.4658,27.7172
5045,50km,landslide,rain,medium,other,,,India,223523.0,93.9877,25.0604
5047,5km,landslide,downpour,medium,other,3.0,,India,8341.0,77.0857,32.3665
5048,50km,landslide,downpour,medium,other,,,India,55290.0,92.3567,25.0951
5049,50km,landslide,downpour,very_large,other,3.0,,Uganda,1873.0,34.8863,1.8509
5050,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,3866.0,-124.2706,43.2571
5051,10km,landslide,rain,medium,other,2.0,,Bhutan,2855.0,89.5833,27.0667
5052,5km,landslide,rain,medium,other,,,United States,3532.0,-124.3011,48.2632
5054,25km,debris_flow,rain,medium,above_road,0.0,0.0,United States,1628.0,-120.5983,38.2897
5056,1km,landslide,downpour,medium,other,0.0,,India,2000.0,79.3308,30.4043
5057,10km,landslide,downpour,medium,other,0.0,,India,2130.0,78.6007,30.1454
5058,25km,landslide,downpour,medium,other,7.0,2.0,India,79421.0,83.8847,21.785999999999998
5059,1km,landslide,no_apparent_trigger,small,bluff,0.0,0.0,United States,9113.0,-122.7748,48.1428
5060,1km,mudslide,rain,small,bluff,0.0,0.0,United States,1035.0,-122.3635,47.9899
5062,10km,landslide,rain,large,other,7.0,,Mexico,33196.0,-99.3417,19.9006
5063,10km,landslide,downpour,medium,other,0.0,,India,7121.0,92.9064,27.2743
5064,25km,landslide,downpour,large,other,14.0,,Philippines,3243.0,126.1086,7.1916
5065,5km,landslide,downpour,medium,other,0.0,,Philippines,48638.0,123.9179,10.3879
5066,5km,landslide,downpour,medium,other,3.0,,Indonesia,0.0,107.6982,-7.5089999999999995
5067,10km,mudslide,downpour,small,other,0.0,,United States,20254.0,-122.2926,47.9211
5068,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1291.0,-119.4508,44.8207
5069,1km,landslide,unknown,medium,above_road,0.0,0.0,United States,14095.0,-122.2559,45.5315
5070,25km,landslide,downpour,medium,other,2.0,,Colombia,1256.0,-75.2667,5.2833
5071,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1795.0,-122.566,43.2906
5072,5km,mudslide,downpour,medium,other,0.0,,Nepal,107157.0,84.4866,27.7884
5073,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,3205.0,-122.4142,43.2577
5074,5km,complex,rain,small,other,0.0,,United States,19653.0,-118.2286,34.2219
5075,1km,rock_fall,downpour,small,above_road,0.0,0.0,India,43000.0,88.4486,26.9343
5076,exact,mudslide,downpour,small,above_road,0.0,0.0,United States,1320.0,-75.3278,40.0707
5077,5km,mudslide,downpour,medium,above_road,0.0,0.0,United States,1197816.0,-96.8139,32.7913
5079,5km,landslide,tropical_cyclone,medium,other,2.0,,Philippines,445103.0,124.6193,8.4539
5080,1km,complex,rain,medium,other,,,New Zealand,1899.0,175.2362,-41.5877
5081,5km,landslide,downpour,medium,above_road,0.0,,India,417387.0,74.88567317,12.89307458
5082,5km,landslide,downpour,medium,other,0.0,,United States,1963.0,-122.8044,47.3851
5083,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2033.0,-123.9243,44.401
5084,25km,landslide,downpour,medium,other,9.0,,Pakistan,733675.0,67.003,30.2001
5085,5km,mudslide,tropical_cyclone,medium,other,2.0,,Mexico,1096.0,-96.1833,17.1833
5086,5km,landslide,downpour,medium,other,0.0,,Italy,545.0,9.6882,44.2408
5087,25km,landslide,rain,medium,other,,,United States,2514.0,-124.0854,42.898999999999994
5089,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,9477.0,-123.7731,46.195
5090,5km,landslide,downpour,medium,other,0.0,0.0,Indonesia,0.0,108.5406,-7.4056
5091,1km,landslide,mining,medium,mine,6.0,0.0,Myanmar [Burma],90894.0,96.2946,25.6226
5092,5km,landslide,downpour,medium,other,1.0,0.0,Indonesia,91845.0,106.9754,-6.681
5093,1km,landslide,rain,small,other,0.0,,United States,9834.0,-123.1452,47.3927
5094,50km,landslide,downpour,medium,other,,,India,0.0,78.315,31.587
5095,25km,mudslide,downpour,medium,other,,,Canada,1547.0,-130.9916,60.0484
5096,1km,mudslide,rain,small,other,0.0,,United States,4407.0,-84.561,39.0979
5097,25km,landslide,downpour,medium,other,3.0,,India,6755.0,74.0227,34.0887
5098,1km,mudslide,rain,medium,other,,,United States,1320.0,-107.9697,37.9693
5099,50km,landslide,rain,medium,other,1.0,,Brazil,54415.0,-46.6136,-23.2311
5101,5km,landslide,rain,medium,other,0.0,,United States,2514.0,-123.8152,42.9651
5102,25km,debris_flow,snowfall_snowmelt,medium,other,0.0,0.0,Peru,0.0,-71.8688,-15.6929
5103,25km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,0.0,121.3667,17.6
5104,50km,landslide,rain,medium,other,1.0,0.0,Philippines,10870.0,125.3449,7.9035
5105,25km,landslide,downpour,small,retaining_wall,0.0,0.0,Sri Lanka,111701.0,80.7675,7.1855
5106,5km,landslide,continuous_rain,small,above_road,0.0,0.0,United States,6903.0,-82.4405,37.4078
5107,5km,landslide,continuous_rain,small,other,1.0,0.0,India,31091.0,89.9032,25.7238
5108,5km,landslide,downpour,medium,urban,1.0,,Indonesia,209614.0,99.05794408,2.9512599639999997
5109,exact,landslide,monsoon,medium,below_road,0.0,0.0,India,46427.0,88.3373,26.8546
5110,1km,mudslide,downpour,small,other,0.0,0.0,Ireland,1271.0,-8.2479,52.604
5111,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,Philippines,7491.0,120.6868,16.4187
5112,5km,mudslide,downpour,medium,other,0.0,,United States,1543.0,-81.6849,41.4184
5113,10km,landslide,downpour,medium,other,0.0,,Nepal,107157.0,84.4935,27.822
5114,1km,rock_fall,unknown,medium,above_road,0.0,0.0,United States,51400.0,-81.5791,38.3314
5115,25km,landslide,tropical_cyclone,medium,other,2.0,,Philippines,2024.0,125.0039,12.5054
5116,1km,mudslide,downpour,medium,other,0.0,,United States,14206.0,-115.3971,43.4122
5117,25km,mudslide,rain,small,other,0.0,,United States,1956.0,-118.5328,35.5834
5118,5km,landslide,unknown,medium,natural_slope,0.0,0.0,United States,1553.0,-120.4116,47.2884
5119,5km,landslide,downpour,medium,other,2.0,,India,37543.0,76.7105,10.007
5120,25km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,0.0,121.0613,18.418
5121,25km,mudslide,downpour,medium,other,0.0,,Australia,4374.0,145.6937,-17.0661
5122,25km,mudslide,continuous_rain,large,other,2.0,2.0,Colombia,247986.0,-76.2244,3.5181
5123,50km,mudslide,mining,medium,other,5.0,,India,152393.0,92.8411,24.9849
5125,25km,landslide,downpour,large,other,3.0,,Colombia,240387.0,-76.8501,3.8581
5126,1km,landslide,continuous_rain,small,other,0.0,0.0,France,2985.0,6.7933,45.8892
5128,1km,landslide,rain,small,urban,0.0,,Philippines,8881.0,122.2416,10.6468
5129,1km,mudslide,downpour,small,other,0.0,,United States,8118.0,-156.2441,20.904
5130,1km,landslide,downpour,medium,above_road,,,United States,18248.0,-158.121915,21.34682521
5132,1km,landslide,downpour,medium,other,1.0,,India,8101.0,74.8333,33.0829
5133,10km,landslide,downpour,medium,other,,,Philippines,6192.0,120.8269,16.7437
5134,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,9477.0,-123.7518,46.1857
5135,5km,landslide,continuous_rain,medium,above_road,,,India,28217.0,77.13222306,31.69137979
5136,1km,mudslide,downpour,medium,above_road,0.0,,United States,1965.0,-120.6323,47.5293
5137,25km,complex,downpour,medium,other,6.0,,Philippines,51393.0,126.05,7.8166
5140,1km,rock_fall,downpour,small,other,0.0,,Ireland,47904.0,-7.1194,52.266999999999996
5141,5km,landslide,tropical_cyclone,medium,urban,11.0,,Guatemala,97172.0,-90.444,14.6969
5142,5km,mudslide,rain,medium,other,0.0,0.0,United States,3269.0,-118.6757,38.4575
5143,5km,landslide,downpour,medium,other,0.0,,Malaysia,120447.0,101.6314,3.2971
5144,25km,complex,downpour,large,other,27.0,,Colombia,1999979.0,-75.6039,6.2746
5146,10km,landslide,monsoon,medium,other,3.0,,Nepal,0.0,84.2805,27.9586
5147,1km,mudslide,rain,medium,above_road,,,United States,1602.0,-85.3665,34.977
5148,10km,landslide,rain,medium,other,,,Bulgaria,1152556.0,23.2109,42.6452
5149,5km,landslide,unknown,medium,above_road,0.0,0.0,United Kingdom,7481.0,-2.3113,51.7245
5150,5km,landslide,downpour,medium,other,0.0,,Uganda,76493.0,34.2334,1.0498
5151,1km,mudslide,rain,small,above_road,0.0,0.0,United States,53007.0,-122.39200000000001,47.7017
5152,5km,landslide,rain,medium,other,,,Japan,46272.0,138.4333,36.3167
5153,1km,landslide,downpour,small,deforested_slope,,,United States,63522.0,-117.62899999999999,33.4298
5154,exact,landslide,downpour,medium,above_road,0.0,0.0,United Kingdom,13266.0,-2.7122,50.7472
5156,1km,landslide,downpour,medium,other,0.0,,Australia,26121.0,145.0218,-37.8023
5157,1km,landslide,downpour,small,other,0.0,,United States,55544.0,-117.8053,34.0626
5158,25km,complex,rain,medium,other,1.0,,China,232566.0,111.38,36.23
5159,5km,mudslide,downpour,medium,other,3.0,,Brazil,13543.0,-41.1197,-20.073
5160,50km,landslide,downpour,medium,other,3.0,2.0,Philippines,9720.0,120.9031,14.0439
5161,50km,rock_fall,rain,medium,other,,,Vietnam,148066.0,107.0722,20.9629
5162,5km,complex,rain,small,other,,,United States,3532.0,-124.51799999999999,48.3438
5164,1km,landslide,downpour,medium,other,0.0,,Brazil,6023699.0,-43.184,-22.9259
5165,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,10539.0,-122.4788,45.3959
5166,50km,landslide,downpour,very_large,other,,,Vietnam,0.0,105.7952,21.6906
5167,5km,landslide,rain,small,other,0.0,,United States,3235.0,-123.4246,39.55
5168,5km,landslide,continuous_rain,medium,above_road,0.0,0.0,India,92113.0,93.9854,25.5007
5169,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,3866.0,-124.2858,43.1391
5170,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1312.0,-123.8857,45.7063
5171,1km,landslide,downpour,medium,other,0.0,,Pakistan,2005.0,74.8219,36.3085
5172,1km,landslide,downpour,medium,other,0.0,,Brazil,147281.0,-43.489,-23.0289
5173,5km,landslide,downpour,medium,deforested_slope,12.0,0.0,Indonesia,276414.0,107.0,-6.9237
5174,1km,mudslide,unknown,large,natural_slope,0.0,0.0,United States,1553.0,-120.4036,47.2892
5175,5km,landslide,downpour,medium,other,0.0,,India,173503.0,77.1793,31.1011
5176,5km,landslide,rain,large,other,10.0,17.0,Ecuador,12205.0,-79.6754,-2.9591
5178,1km,mudslide,downpour,small,other,0.0,,United States,2033.0,-124.075,44.4378
5179,5km,landslide,rain,small,above_road,0.0,0.0,United States,2158.0,-159.4773,22.2106
5180,1km,landslide,rain,small,other,0.0,,United States,3165.0,-79.9369,40.4248
5181,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2391.0,-124.2683,42.0549
5183,5km,landslide,downpour,medium,other,0.0,,Australia,131258.0,151.9941,-27.5685
5184,exact,landslide,unknown,medium,above_road,0.0,0.0,Nepal,107157.0,84.4694,27.7657
5185,5km,mudslide,downpour,medium,other,2.0,,Mexico,1019.0,-95.0,17.0
5186,25km,landslide,downpour,medium,other,0.0,,Nepal,23693.0,83.3588,28.058000000000003
5187,10km,mudslide,downpour,medium,other,2.0,,Mexico,78950.0,-100.3667,19.4
5188,1km,mudslide,downpour,small,other,0.0,,United States,1235.0,-156.0581,20.7889
5189,25km,landslide,rain,medium,other,0.0,,Philippines,3447.0,123.2388,13.7084
5190,5km,debris_flow,rain,medium,other,0.0,,United States,24085.0,-115.6158,36.2629
5191,50km,mudslide,downpour,medium,other,1.0,,Japan,73115.0,141.192,39.4394
5192,5km,landslide,rain,small,other,,,United States,2019.0,-118.4309,34.0312
5193,25km,landslide,downpour,medium,other,0.0,,Thailand,50000.0,100.0055,9.5033
5194,5km,landslide,downpour,medium,other,0.0,,Nepal,200000.0,84.0719,28.0579
5195,5km,landslide,rain,medium,other,0.0,0.0,India,37543.0,76.7329,9.9983
5196,exact,landslide,rain,medium,bluff,0.0,0.0,United States,29673.0,-122.3241,47.3765
5198,1km,mudslide,downpour,medium,burned_area,0.0,,United States,14206.0,-115.4442,43.365
5199,25km,mudslide,rain,small,other,0.0,,South Africa,0.0,19.1565,-33.9038
5200,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2255.0,-121.6091,45.6207
5201,50km,mudslide,downpour,medium,other,0.0,,Japan,107111.0,137.8195,35.505
5202,10km,landslide,downpour,medium,above_road,,,Nepal,107157.0,84.63118672,27.86624658
5203,1km,landslide,downpour,medium,other,4.0,,Colombia,1999979.0,-75.5283,6.2379
5204,25km,landslide,continuous_rain,medium,above_road,,,Nepal,3250.0,86.65683342,27.20517346
5205,5km,landslide,tropical_cyclone,medium,other,,,Trinidad and Tobago,8140.0,-61.591,10.6906
